#{"t_start": 1765431048.1975052, "env_id": "group5-env-v0"}
r,l,t
3.689431,10,736.983526
8.78334,21,737.836926
2.437045,10,738.282268
10.513262,19,738.969478
1.795583,7,739.225227
2.495979,9,739.54955
9.271721,20,740.29683
2.986183,9,740.59695
9.166665,20,741.414602
8.361791,23,742.332171
-1.16501,2,742.394742
0.419113,8,742.635746
3.850005,13,743.213891
-0.847752,2,743.29209
1.497127,10,743.710671
-1.204987,1,743.755989
10.009682,21,744.550888
9.348101,23,745.470682
8.294682,21,746.283962
-0.092684,4,746.425653
2.178923,8,746.811562
0.778545,5,747.014924
-1.010229,2,747.093525
10.720345,20,747.78344
2.150082,7,748.090413
-0.141375,4,748.238295
0.511647,6,748.470587
-0.850902,2,748.557668
10.442771,20,749.319985
-0.391332,3,749.424648
-0.889944,2,749.523188
0.651993,7,749.757534
6.473981,15,750.366546
0.442219,4,750.543248
-0.647979,3,750.679454
2.113353,7,750.93275
4.462068,14,751.458863
1.033997,9,751.77322
8.868616,22,752.591016
9.309801,21,753.296138
-1.361023,1,753.333183
1.926251,11,753.793576
1.017801,7,754.110794
-0.857726,2,754.191589
0.510762,6,754.412338
8.930696,20,755.064337
-0.434087,5,755.242594
0.239801,6,755.487437
0.280061,4,755.664742
9.635267,22,756.509123
1.436606,6,756.708995
-1.15786,2,756.792108
1.74917,11,757.230452
1.095954,9,757.591291
-1.320423,1,757.637329
2.406674,9,757.992794
10.68095,21,758.798975
0.541443,7,759.036139
3.26999,10,759.469777
0.371661,4,759.652013
-0.9341,2,759.740539
9.896678,20,760.436454
0.174106,5,760.601188
-1.006559,2,760.694414
-0.606341,2,760.778416
1.543192,6,761.064275
10.537815,21,761.763136
-0.23474,3,761.886739
0.773813,5,762.093097
2.880003,13,762.622479
10.138162,19,763.343661
2.872198,10,763.727666
9.198699,23,764.609603
-0.085671,3,764.732391
2.220511,9,765.095213
0.638674,5,765.270478
8.493351,22,766.057941
0.039722,5,766.22768
-0.24072,5,766.434708
10.855052,21,767.271859
1.018364,7,767.536957
1.815439,8,767.841373
0.830306,8,768.176067
9.174462,22,768.938503
1.280612,5,769.123208
-1.21456,1,769.162828
10.941264,18,769.803967
-1.356248,1,769.845539
-0.852311,2,769.928634
0.292063,4,770.09893
0.388724,7,770.384436
-0.484243,4,770.53922
-0.171593,3,770.651376
-0.698431,2,770.733529
1.70032,9,771.07351
0.876976,7,771.368801
11.265413,20,772.180058
10.111991,18,772.8826
11.034835,18,773.653346
7.018195,20,774.468056
6.269382,17,775.076097
0.409205,6,775.310364
-0.216312,3,775.456057
9.307464,22,776.395219
5.022212,15,777.026218
-0.083836,3,777.166952
1.742016,8,777.474098
3.229913,9,777.777853
2.648906,12,778.234211
1.847739,6,778.492375
7.961702,23,779.40653
5.468579,16,780.126362
1.130394,7,780.477563
-0.706793,2,780.567178
-0.697706,2,780.655797
9.38501,19,781.40185
10.461985,21,782.14158
4.815891,11,782.656658
9.273889,19,783.483106
8.300691,22,784.418533
7.237462,17,785.089177
1.126351,5,785.244628
9.346953,19,785.981371
9.054706,19,786.709316
2.028352,9,787.031356
-0.198355,3,787.147467
0.142791,7,787.419742
-0.679171,3,787.551564
-0.634713,2,787.635736
0.30338,5,787.816744
10.212641,20,788.552771
0.90092,5,788.720518
0.581115,8,789.0442
9.766394,19,789.767469
-1.605747,1,789.813097
0.908331,8,790.100153
-1.209302,1,790.142669
9.108523,24,799.120608
10.530348,19,800.009429
-0.734041,2,800.08909
-0.002393,4,800.263319
0.615303,7,800.523385
9.56348,21,801.343675
0.194903,4,801.521415
0.855309,5,801.754716
0.83242,6,802.006571
8.304067,19,802.688835
2.34607,7,802.948423
1.352841,8,803.344566
9.078155,23,804.143035
-0.694699,2,804.224624
1.914399,8,804.558092
-0.697922,2,804.623162
1.46309,7,804.961622
-0.732585,2,805.047921
7.000739,20,805.861284
0.481639,4,806.013467
4.842534,16,806.621489
-0.981645,3,806.735865
10.522076,23,807.745757
-0.882188,2,807.820444
2.521204,13,808.282812
0.473516,8,808.584324
-0.083081,3,808.685367
3.788199,12,809.154999
2.605962,9,809.508044
8.763342,23,810.325097
0.509383,5,810.541309
0.082339,4,810.703699
0.188495,6,810.949725
2.578108,8,811.291466
2.899651,14,811.812821
1.696476,11,812.215798
9.433896,21,813.087422
9.028234,22,813.898914
1.218939,6,814.159155
6.338512,15,814.769067
11.375466,18,815.47696
0.987407,5,815.66073
1.200397,6,815.914753
8.484737,22,816.720333
1.78615,9,817.009318
0.906344,8,817.349812
-0.856809,2,817.447217
-0.734093,2,817.541001
0.060639,4,817.704426
8.704376,22,818.586144
4.707747,15,819.153959
1.802582,9,819.557648
-0.986384,3,819.67785
4.629031,13,820.107749
5.555294,17,820.714035
1.219313,6,820.948948
0.969573,8,821.260668
-0.484769,3,821.383951
1.290914,10,821.770227
-0.501775,3,821.887859
-0.641626,4,822.01099
0.962344,5,822.234806
-0.731895,2,822.307884
1.497688,6,822.522704
0.661453,5,822.752038
11.208361,17,823.418029
-0.735972,2,823.486335
2.077981,8,823.800693
8.87656,18,824.536082
2.781635,8,824.832019
9.570574,21,825.53895
1.89207,10,825.886465
5.039636,17,826.482453
7.314363,14,827.044945
4.956113,16,827.684017
1.294699,9,828.060418
-0.849889,2,828.146057
-0.854999,2,828.22727
2.427006,7,828.492101
0.06601,4,828.641331
7.365329,21,829.465965
1.120417,6,829.724348
0.33169,4,829.864415
-0.229222,3,829.988089
0.705464,8,830.329108
-0.802369,3,830.446161
4.671852,14,830.950185
9.254781,21,831.868439
-0.186399,3,832.005614
3.961492,10,832.434255
9.763682,20,833.203638
10.19958,21,834.077009
-0.606834,2,834.165152
2.219256,9,834.60849
0.586344,5,834.818399
11.041921,20,835.654417
-0.190571,3,835.783063
11.559458,20,836.704916
9.147995,21,837.591311
7.598817,19,838.325827
1.385165,7,838.608142
9.383442,21,839.41509
-0.219691,3,839.531065
10.109806,21,840.254816
10.299368,17,840.903615
0.202844,4,841.082878
-0.235617,3,841.196903
0.714632,6,841.410242
-0.703199,2,841.495836
0.712973,5,841.696695
9.845008,21,842.615674
3.564066,14,843.17172
9.128917,23,843.961316
1.828707,8,844.285057
9.986459,20,844.946045
0.972682,7,845.272085
1.48877,9,845.598473
10.453297,20,846.315819
-0.441009,4,846.478112
-0.590868,2,846.546185
3.063809,13,847.027369
0.110173,5,847.195558
-1.359514,1,847.241617
1.496474,7,847.499902
3.831633,14,847.98147
10.304131,19,848.667804
2.184671,11,849.087717
12.163686,16,849.78196
-0.731941,2,849.857545
-0.888758,2,849.935756
7.59042,16,850.525865
-0.702916,2,850.602964
-0.478992,3,850.712088
0.812223,5,850.877331
1.889568,7,851.123653
-1.049341,1,851.162193
0.341917,4,851.328809
0.721529,4,851.495801
1.791844,10,851.920166
-0.642911,2,851.99976
1.445436,8,852.28933
4.267164,15,852.802977
1.985341,10,853.206104
1.816806,10,853.566329
1.951495,11,853.969876
-1.211013,1,854.027557
0.359181,4,854.174736
3.366161,9,854.593455
1.38164,8,854.858337
0.86689,5,855.059304
9.470684,22,855.973828
-0.726958,2,856.0776
-0.788421,4,856.241815
9.120217,22,857.073078
10.839207,18,857.70996
-0.277628,3,857.828458
9.63356,22,858.817235
-0.331944,4,858.965139
2.346389,7,859.256705
-0.855432,2,859.332286
6.744351,20,863.733835
5.863218,16,864.330207
0.273249,5,864.523586
0.438518,7,864.825095
-1.204675,1,864.867649
1.205286,9,865.277801
1.708427,9,865.610818
5.365901,17,866.307354
3.452378,13,866.874871
12.18005,20,867.597957
0.175622,4,867.757691
1.714269,8,868.079513
10.045755,18,868.789386
1.094343,9,869.15749
-0.984528,3,869.300166
1.134114,5,869.520078
9.015986,23,870.315099
11.251473,21,871.267983
1.030137,7,871.56772
4.755786,14,872.059601
-0.09323,3,872.167471
1.917134,7,872.436262
8.744305,23,873.353713
-1.353622,1,873.41134
1.184433,8,873.711426
-0.699793,2,873.782984
1.751706,7,874.033979
0.460455,4,874.201635
9.877955,21,875.022374
12.246318,16,875.71166
-0.704389,2,875.771738
-0.069425,3,875.867505
5.782362,14,876.351346
11.207173,19,877.134129
5.491012,14,877.644535
-0.441297,2,877.737405
4.008093,12,878.170521
5.445886,12,878.707836
0.144723,6,878.950993
9.465014,21,879.696216
0.339714,4,879.868423
7.725634,17,880.57585
9.455938,19,881.250152
9.388784,22,882.207906
10.054697,21,890.873557
0.09552,7,891.152484
2.170161,8,891.440099
-1.16904,2,891.516731
1.090922,6,891.787525
-0.444939,4,891.953363
7.778823,18,892.692773
0.759161,5,892.876485
0.699428,6,893.124396
0.732961,5,893.315127
-0.436015,4,893.487932
9.758788,22,894.37006
-1.210271,1,894.406586
-0.031014,4,894.552881
2.057434,11,894.974537
8.980298,23,895.930295
1.984984,9,896.224781
-0.707215,2,896.308869
-0.683933,2,896.402077
8.975842,24,897.184145
3.997575,15,897.81231
-0.136709,4,897.965551
-0.053764,3,898.05719
-0.628659,4,898.201034
10.585681,22,899.053322
1.519066,7,899.323155
1.913331,10,899.708194
10.47006,19,900.302544
9.415289,22,901.188501
-0.100699,4,901.344261
-0.707036,2,901.417612
9.60197,21,902.177446
-0.064788,4,902.357745
5.003001,17,903.019164
0.255843,5,903.215071
4.285037,10,903.576288
4.57548,14,904.027372
1.125441,5,904.238356
-0.741697,2,904.327194
9.926837,18,904.984353
6.850872,14,905.424527
-0.184995,3,905.544589
1.907606,8,905.886844
1.42468,6,906.15089
10.708764,18,906.824856
-0.852013,2,906.902437
-0.091105,4,907.067343
7.893633,21,907.79799
1.997987,7,908.091743
11.088569,21,908.838083
-0.183855,3,908.968019
1.805625,7,909.299837
9.311616,22,910.111135
-0.633,2,910.216288
10.385228,18,910.863361
2.052124,7,911.142608
0.916827,7,911.508609
3.323427,14,911.996776
-0.505107,2,912.08287
10.890476,21,912.864169
0.050709,6,913.131119
0.437181,6,913.38764
1.671581,10,913.785696
-0.853553,2,913.858484
10.220605,21,914.658598
0.264349,5,914.864697
-0.218385,6,915.154341
-0.641337,3,915.278488
7.880237,21,915.927517
-0.852935,2,915.99862
-0.190225,3,916.126541
10.02986,21,916.963844
3.267152,13,917.406716
8.907434,22,918.072872
1.314081,7,918.357261
-0.421633,5,918.587673
1.138564,6,918.832062
0.212904,4,919.006739
10.499202,21,919.75929
-0.677574,3,919.87542
0.605304,7,920.172035
10.055355,23,921.018946
3.520362,9,921.371213
1.361895,8,921.691776
-0.858555,2,921.780475
5.289874,16,922.51184
2.760799,8,922.805164
6.785762,15,923.285806
2.499429,11,923.649785
-0.862926,2,923.73006
-0.328482,4,923.895504
-0.438402,4,924.051176
4.897885,16,924.677777
1.616752,6,924.896991
4.819634,15,925.422371
-0.580385,2,925.501991
9.191908,23,926.402694
-0.019368,4,926.547335
0.735246,5,926.730185
0.285913,4,926.87867
9.551031,22,927.73224
2.436071,10,928.125349
6.967724,17,928.679914
1.836695,9,929.067352
-1.354333,1,929.111927
-0.334828,6,929.342952
7.048823,19,930.013527
-0.851157,2,930.081113
9.68387,19,930.700315
1.498222,8,931.016171
-0.534909,4,931.187735
0.445507,7,931.479248
-0.277561,4,931.622652
3.767023,14,932.085173
-0.825761,3,932.192395
-1.008877,2,932.264956
-0.083353,3,932.383837
-0.853267,2,932.472968
0.159461,6,932.755393
3.785215,10,933.166948
-0.652432,2,933.235506
6.538353,18,933.806607
-0.123311,5,933.975252
0.999716,5,934.148059
-1.60576,1,934.200127
-0.49039,4,934.366828
0.643843,6,934.594954
-0.736286,2,934.677046
-0.825574,3,934.784688
0.584167,5,934.99011
-0.298107,4,935.11829
8.605389,23,935.915844
1.700373,7,936.199542
1.650951,9,936.58805
4.868513,12,936.988713
-1.165132,2,937.057853
11.386791,21,937.80801
9.226457,20,938.539361
10.134933,19,939.118846
-0.70098,2,939.202965
-0.704,3,939.332955
5.500928,12,939.889869
0.769059,5,940.096787
11.109095,21,940.967222
1.337104,6,941.20267
1.479223,10,941.570374
5.732053,15,942.199205
2.522199,11,942.624392
0.105329,6,942.847434
-0.70208,2,942.933624
5.500116,18,943.671294
-0.145284,5,943.876609
11.770333,19,944.59525
5.518497,18,945.355778
11.315581,20,946.142485
0.706499,7,946.403552
-1.011128,2,946.490156
2.271464,7,946.809637
2.538918,9,947.154273
2.111384,9,947.453975
-0.706028,2,947.526052
-0.145753,5,947.700737
1.634901,6,947.948086
-0.326876,3,948.072504
1.902488,10,948.469136
-1.213854,1,948.522503
-0.706713,2,948.600148
0.102624,6,948.854401
-0.493364,4,949.035374
11.553006,20,949.835151
4.378947,13,950.396459
-0.143364,4,950.549651
-0.182805,3,950.668335
10.593884,22,951.569446
-0.119864,5,951.778783
0.651499,8,952.135704
6.575557,16,952.733435
11.504225,21,953.588843
3.813742,15,954.357817
0.48455,4,954.55283
0.085936,4,954.724324
11.958493,17,955.455031
9.329324,22,956.429158
9.92052,19,957.092212
9.822468,20,957.96457
9.923015,23,958.816087
-1.017894,2,958.879437
-0.461103,3,958.995767
0.476701,4,959.137641
8.858623,23,960.031208
-0.693978,3,960.144565
-0.43469,4,960.305876
-1.21162,2,960.384449
-1.45561,1,960.426478
0.803759,7,960.681625
-0.073419,6,960.888916
10.948726,18,961.583989
-0.233952,3,961.69748
0.762906,5,961.860267
9.699312,21,962.580481
-0.275227,4,962.760166
0.726237,5,962.976321
2.618695,8,963.344034
0.567785,4,963.50719
-0.631496,3,963.634317
10.422413,20,964.353898
-0.244309,4,964.527892
1.019159,6,964.800965
9.678839,18,965.481038
2.199878,11,965.924256
0.753879,4,966.083773
-0.431115,5,966.285161
0.64215,7,966.536068
0.901067,7,966.801744
-1.211245,1,966.848913
0.365418,4,967.007277
11.273503,18,967.628776
9.002137,23,968.570983
2.167053,9,976.921011
0.717514,5,977.114956
9.63965,21,977.826463
-1.158811,2,977.906035
5.854328,20,978.745085
1.427966,7,979.015463
0.220095,4,979.184975
0.687466,5,979.369874
0.717104,5,979.562799
12.14439,17,980.197002
10.434672,18,980.910683
0.690152,5,981.10682
-0.122479,3,981.217951
2.268108,8,981.569598
-0.59035,5,981.816113
-0.858397,2,981.914741
-1.35801,1,981.960782
9.267497,22,982.765289
9.919252,19,983.459149
0.192416,4,983.635226
-1.354008,1,983.677319
9.424029,21,984.492327
8.231343,20,985.311413
0.420152,7,985.641657
4.534726,16,986.227095
1.661776,7,986.511851
0.644648,8,986.827735
0.141835,4,986.964384
-0.327291,3,987.113427
10.178943,21,988.062097
-0.331952,4,988.239319
-0.62177,4,988.378455
-0.45785,6,988.626841
5.142677,13,989.108896
6.210779,13,989.656581
1.797961,6,989.902028
-0.827771,3,990.01993
9.014103,19,990.839425
0.179033,4,991.011138
-0.134056,3,991.144333
1.675307,6,991.413669
1.974436,9,991.704258
0.584799,9,992.021739
-0.188711,3,992.132139
0.810108,8,992.450737
6.479719,14,993.067015
2.387671,9,993.373564
0.224684,6,993.605935
0.074453,3,993.708278
10.690612,22,994.454255
2.429219,8,994.757005
11.263315,21,995.514347
0.260807,5,995.734465
9.256627,22,996.662274
1.703674,8,996.985864
4.674632,12,997.551811
10.237122,23,998.413208
0.431402,6,998.654234
9.488652,24,999.516117
1.316264,7,999.83197
9.066127,22,1000.673562
9.084336,20,1001.511271
10.638951,22,1002.296885
2.910211,8,1002.539784
9.832873,20,1003.357653
0.185418,6,1003.622383
0.197532,4,1003.764522
-1.363962,1,1003.812269
9.059794,21,1004.492262
-0.707543,2,1004.571511
-1.086233,1,1004.606559
1.006274,5,1004.799776
2.435394,10,1005.186793
8.799627,21,1005.939189
0.213246,4,1006.102842
10.141608,23,1006.895084
-0.826437,3,1007.038978
4.706875,16,1007.609776
8.654169,22,1008.370538
0.672974,7,1008.635911
10.176002,19,1009.326039
9.359686,21,1010.063295
-0.738444,2,1010.155793
0.617216,5,1010.368547
1.093299,6,1010.596735
9.828231,21,1011.36697
1.070069,6,1011.600959
5.287577,17,1012.209942
10.215789,21,1013.070202
0.714604,6,1013.292463
7.781657,20,1014.091749
1.714177,6,1014.305681
0.41836,7,1014.55434
9.97996,18,1015.157509
-1.207564,1,1015.192052
1.653817,6,1015.437334
1.82747,8,1015.745356
10.326345,21,1016.580729
9.242985,22,1017.34898
11.175882,18,1017.956193
6.160571,19,1018.627372
1.80837,7,1018.853725
9.246412,23,1019.802537
1.010969,10,1020.192092
4.350465,16,1020.823623
5.223198,16,1021.460019
-1.159516,1,1021.498585
9.194746,22,1022.267061
-0.97501,3,1022.381682
0.151678,6,1022.638232
0.372492,5,1022.868978
-0.722833,2,1022.946555
9.751179,19,1023.631353
0.046728,5,1023.818047
-0.105348,5,1024.035387
0.585648,7,1024.302838
-0.705261,2,1024.381308
-0.485398,3,1024.489949
-1.608926,1,1024.539502
11.038515,17,1025.158903
1.736356,8,1025.482482
0.748615,6,1025.698714
-0.997013,2,1025.772404
-0.704235,2,1025.858943
1.154352,6,1026.077957
9.272061,22,1026.92687
9.748713,19,1027.595988
4.71768,14,1028.188221
-1.211921,1,1028.233285
10.165727,20,1028.89222
9.186936,19,1029.592894
8.989442,22,1030.420989
8.576707,21,1031.119274
8.926571,23,1032.0961
0.74763,5,1032.305158
9.390291,22,1033.01068
0.526583,5,1033.183073
8.616444,22,1034.107738
2.42901,11,1034.472689
0.493178,5,1034.677003
-0.823613,3,1034.777611
6.727955,17,1035.456848
-0.298856,3,1035.588651
9.518437,23,1036.4871
11.07052,21,1037.334243
-0.49072,3,1037.44135
0.693972,4,1037.593357
6.075517,18,1038.239219
0.443935,4,1038.389316
0.769461,5,1038.595917
9.904816,19,1039.253953
4.522976,13,1039.738264
0.522756,5,1039.90761
4.439238,15,1040.582609
1.553743,8,1040.880474
-0.708065,2,1040.94658
9.363369,21,1041.688977
0.986767,5,1041.908238
8.44007,15,1042.484825
9.213784,21,1043.194095
1.813061,9,1043.517875
0.465167,5,1043.687144
0.145817,4,1043.853829
-0.878818,2,1043.931028
1.695625,11,1044.328155
10.524976,20,1045.016616
9.458111,23,1045.909916
3.567842,15,1046.51031
2.034727,11,1046.913768
-0.290189,4,1047.059623
5.737522,16,1047.620585
4.964378,18,1048.344414
0.499198,7,1048.606936
0.528235,7,1048.92004
0.777159,9,1049.27177
4.311766,16,1049.930039
6.501027,17,1050.5966
9.130579,19,1051.303615
-0.003022,6,1051.538193
10.48897,21,1052.197463
3.953041,15,1052.844416
0.284285,5,1053.037817
-1.005657,2,1053.10848
3.48841,12,1053.690024
2.026236,11,1054.170939
0.995637,5,1054.385871
-0.742629,2,1054.481903
-0.693881,2,1054.566007
4.040033,10,1055.033269
9.528005,21,1063.99106
0.207689,5,1064.184051
1.324343,6,1064.418972
1.903786,8,1064.770731
-1.609414,1,1064.81078
-1.082527,1,1064.852842
9.232472,22,1065.556713
8.999893,23,1066.389382
-0.810775,2,1066.486024
6.298036,17,1067.061188
8.156578,23,1067.833723
-0.335328,3,1067.968888
11.021963,21,1068.785342
1.778269,7,1069.028764
0.888022,5,1069.197351
8.539832,23,1070.006582
9.634781,22,1070.944327
10.712803,23,1071.786794
11.360657,20,1072.507561
4.89383,16,1073.088629
3.401868,10,1073.560137
9.769105,22,1074.380317
9.11081,23,1075.333531
9.018916,21,1076.249695
9.092681,23,1077.099923
10.499941,20,1078.004097
8.95962,23,1079.012844
8.798887,21,1082.022992
0.058078,4,1082.184794
6.276844,16,1082.804985
9.434417,19,1083.469197
1.581574,9,1083.838295
3.697679,13,1084.351391
1.893859,9,1084.706185
0.341663,7,1085.034034
1.678292,11,1085.471438
2.20299,9,1085.776518
9.242127,21,1086.537513
-1.209763,1,1086.569412
9.316106,22,1087.267215
0.353317,4,1087.43459
0.458825,5,1087.649046
9.898322,23,1088.457688
-0.346214,3,1088.573903
-0.085605,3,1088.701129
3.902771,14,1089.18237
4.230662,10,1089.653383
-1.364168,1,1089.699921
3.63399,16,1090.344706
-0.18632,3,1090.458434
4.208207,12,1090.871811
7.109935,18,1091.639423
1.850672,6,1091.888957
6.413762,15,1092.490521
-0.497534,3,1092.584915
2.847061,8,1092.875575
8.99912,20,1093.617033
-0.189049,3,1093.748664
0.099045,6,1093.940026
1.599538,6,1094.16308
3.255805,12,1094.552065
9.032124,20,1095.407412
8.602031,23,1096.253586
-0.251301,3,1096.360917
-0.077488,3,1096.518954
8.706685,23,1097.387368
4.457879,14,1097.872896
3.694158,13,1098.383622
2.63923,8,1098.686493
-0.705709,2,1098.761648
0.661904,5,1098.955527
-0.88521,2,1099.04738
-0.853931,2,1099.120718
10.021089,21,1099.818302
0.553506,7,1100.074136
1.262387,5,1100.277018
0.337229,7,1100.570566
0.221564,4,1100.729556
0.989053,8,1101.055353
-0.849779,2,1101.141461
1.034492,5,1101.329512
0.778471,6,1101.56508
6.304217,13,1102.022657
0.487515,7,1102.358877
8.713093,22,1103.211731
0.85981,5,1103.382238
0.74899,7,1103.658851
1.212379,6,1103.878432
9.046129,23,1104.727932
9.905378,20,1105.504878
6.2518,18,1106.257877
9.823217,17,1106.864791
2.998022,13,1107.414973
1.009879,5,1107.612585
3.013892,11,1108.033873
1.415772,6,1108.227764
0.379666,4,1108.37051
8.498259,22,1109.154638
11.041806,18,1109.881269
4.51846,10,1110.261197
10.761321,19,1110.999274
-0.087754,5,1111.226156
9.877542,21,1112.032281
5.054507,17,1112.71548
0.843265,7,1113.01522
-1.01146,2,1113.094905
1.212614,10,1113.480339
9.951228,20,1114.195351
9.170172,23,1115.007376
4.306452,14,1115.55328
10.749812,21,1116.311438
1.519825,7,1116.639467
9.072354,23,1117.511693
9.631998,21,1118.308144
0.410993,5,1118.483557
-0.847293,2,1118.577425
0.838183,7,1118.824663
9.848026,22,1119.578074
1.122903,5,1119.777456
0.525022,7,1120.085997
8.919016,23,1120.965294
11.000731,19,1121.716918
10.31528,22,1122.48558
-0.095129,3,1122.61396
5.010781,15,1123.168695
0.81485,5,1123.369231
1.369906,5,1123.577303
-1.210145,1,1123.620641
9.570274,21,1124.448283
0.660966,4,1124.597321
-0.705159,2,1124.665531
9.94435,20,1125.363888
8.55294,21,1126.221725
-0.629624,2,1126.278451
-1.361585,1,1126.309495
3.054704,9,1126.61194
2.083496,10,1126.970984
-0.638948,3,1127.093764
-0.095842,3,1127.213681
11.157943,19,1127.933315
-0.126964,5,1128.111017
9.397921,20,1128.874363
0.719128,7,1129.195123
11.059878,19,1129.885494
-0.654389,4,1130.018757
11.156108,21,1130.773809
1.302401,6,1131.050083
2.419631,10,1131.396697
0.209268,4,1131.534002
9.950553,22,1132.26099
8.866162,22,1133.050858
9.175753,22,1133.888344
-0.73852,2,1133.977122
2.21082,12,1134.476866
-0.280437,5,1134.659637
4.56809,11,1135.005527
9.924011,21,1135.861392
1.691224,10,1136.281671
9.301049,23,1137.082956
7.754894,22,1138.044781
0.210758,4,1138.208053
12.100771,17,1138.733634
8.927358,23,1139.602538
1.721144,6,1139.82793
-0.699139,2,1139.914018
9.727728,21,1140.738574
9.775847,22,1141.494046
-1.206488,1,1141.544173
4.175289,13,1142.069403
11.139385,21,1142.923979
10.552233,20,1151.814456
10.359192,20,1152.45584
0.884906,5,1152.684109
10.942109,20,1153.425513
-1.362914,1,1153.464545
-0.679873,2,1153.539648
2.551641,8,1153.822065
-1.009868,2,1153.899075
9.658769,19,1154.571123
-0.290612,4,1154.72838
0.918315,6,1155.021297
9.194953,23,1156.006461
-0.693858,4,1156.221514
-1.207961,1,1156.280159
4.663207,14,1157.065884
4.066522,14,1157.659491
0.99975,7,1157.913485
0.692532,5,1158.102141
8.530852,16,1158.827715
0.430767,4,1158.985003
9.564587,18,1159.821103
-0.857961,2,1159.895749
0.851884,6,1160.170371
8.646981,17,1160.898162
-0.34561,4,1161.08616
-0.690916,3,1161.206424
0.481294,6,1161.489315
-0.840369,3,1161.616256
10.082578,20,1162.424796
6.689744,20,1163.274436
9.660463,19,1164.095635
1.103008,9,1164.480735
11.308666,17,1165.122313
-0.500927,3,1165.241026
9.633186,22,1166.046271
-0.093384,3,1166.173865
-1.012454,2,1166.241818
-0.181553,3,1166.374781
5.803987,16,1166.899064
1.713888,6,1167.113601
0.598633,7,1167.363921
0.854492,9,1167.676597
-0.670954,2,1167.758267
-1.207806,1,1167.803818
11.163525,19,1168.55851
-0.691912,3,1168.656595
-0.428279,4,1168.833181
7.302817,18,1169.534685
9.159249,22,1170.237399
9.788673,18,1170.898404
-0.853015,2,1170.987245
2.042001,9,1171.348087
1.277702,9,1171.712632
9.678961,22,1172.479051
2.106026,10,1172.937038
-0.123783,5,1173.115154
0.323121,4,1173.273621
5.410637,15,1173.781533
2.108122,7,1174.047401
1.092652,9,1174.366636
-0.886364,2,1174.453764
0.03576,6,1174.752277
1.531563,10,1175.165833
0.726245,7,1175.439437
3.508499,11,1175.859738
9.225671,23,1176.79102
1.466839,6,1176.984723
4.70084,16,1177.490425
0.689489,6,1177.714066
4.881712,11,1178.156501
2.489924,8,1178.458738
3.552457,12,1178.946427
-0.625033,3,1179.065655
0.69587,5,1179.236846
-0.705077,2,1179.313929
-0.512544,2,1179.393633
3.579859,9,1179.74672
10.721957,22,1180.581354
6.609498,17,1181.184488
0.082696,5,1181.36768
0.571557,6,1181.590225
-0.142397,5,1181.827215
1.961921,10,1182.209438
10.832609,22,1182.926697
-0.70503,2,1182.997801
-0.090283,4,1183.179028
2.311377,11,1183.693228
-0.630265,4,1183.874044
4.081851,13,1184.389876
10.718274,22,1185.235041
8.935851,23,1186.104585
-0.444369,4,1186.243296
2.501365,8,1186.520923
9.100454,22,1187.309423
1.975975,7,1187.599545
2.092565,9,1187.908563
4.722181,11,1188.319421
0.228352,5,1188.490385
9.159935,22,1189.353197
1.884305,11,1189.700061
0.18883,4,1189.85774
1.296606,9,1190.202661
5.835927,13,1190.678162
0.025133,6,1190.93775
-0.079079,3,1191.034843
2.568993,8,1191.34224
0.726585,7,1191.622618
1.330202,7,1191.853456
0.26022,7,1192.122248
-0.997376,2,1192.201331
1.603774,11,1192.662506
0.813315,9,1193.044703
-0.479863,3,1193.154328
1.288449,7,1193.408592
9.086456,23,1194.432657
-0.4445,3,1194.573632
-0.734314,2,1194.646243
9.124328,21,1195.400573
1.588272,6,1195.646884
6.342043,14,1196.250033
1.069175,8,1196.615304
9.840127,22,1197.512279
11.851332,18,1198.338706
1.78538,6,1198.578892
-1.206611,1,1198.61294
-1.083987,1,1198.654488
0.769646,6,1198.927596
8.939461,23,1199.670252
9.400352,22,1200.541964
7.29017,18,1201.188589
-0.294463,4,1201.362809
-1.016274,2,1201.446457
2.511405,8,1201.769493
0.571437,8,1202.073076
8.751894,24,1202.933563
9.513383,20,1203.781081
3.664311,13,1204.194887
0.34593,4,1204.341123
0.611515,8,1204.647487
10.030566,18,1205.37404
4.430003,10,1205.749405
-0.980266,3,1205.85906
-0.699756,2,1205.943334
0.24832,5,1206.116597
11.147993,21,1206.891041
-0.187802,3,1207.034407
10.147938,22,1207.964394
-0.832505,3,1208.058053
9.381556,20,1208.793357
0.121966,5,1209.004412
-0.055722,6,1209.238953
11.940492,18,1209.872468
11.112086,20,1210.683399
0.630007,5,1210.863487
9.408567,20,1211.52835
1.710635,6,1211.734231
4.969055,17,1212.446554
3.037728,9,1212.784166
6.199647,18,1213.416084
4.384129,14,1213.951701
0.425983,8,1214.267501
-0.737112,2,1214.368054
4.349803,13,1214.807093
-0.328583,4,1214.937242
2.160933,7,1215.207037
10.893754,19,1216.032671
-0.842912,3,1216.157865
8.548281,22,1216.94359
0.566589,4,1217.091293
-1.302531,1,1217.126822
9.088206,22,1218.021527
11.299275,19,1218.709997
-0.856534,2,1218.785166
1.21394,6,1219.022203
-1.4617,1,1219.068325
1.911679,9,1219.438711
-0.614126,4,1219.621626
1.325562,6,1219.858518
-0.890142,2,1219.923083
1.440368,6,1220.117707
-0.186125,3,1220.246797
