#{"t_start": 1765424035.0336254, "env_id": "group5-env-v0"}
r,l,t
9.409834,22,1492.171994
10.042897,23,1493.121363
1.095286,9,1493.462991
10.863313,20,1494.111256
0.552949,7,1494.327947
2.839654,9,1494.571514
-1.204909,1,1494.605515
1.516742,6,1494.782586
9.010872,22,1495.387722
9.238037,24,1496.039217
4.86646,14,1496.442409
10.7411,22,1497.078777
9.087117,21,1497.596344
-0.683334,3,1497.672918
11.931747,20,1498.311084
11.480684,21,1498.918406
3.886676,10,1499.249069
10.054789,21,1499.873878
0.634532,7,1500.059072
9.067605,22,1500.701821
9.884163,20,1501.2267
11.691771,21,1501.78367
9.150339,23,1502.371894
8.508009,22,1503.020261
-0.444689,4,1503.130784
11.311706,21,1503.674197
9.542625,23,1504.281801
0.824795,5,1504.432319
5.73206,19,1504.949257
9.100535,23,1505.527636
1.109944,8,1505.758736
10.290531,23,1506.3457
3.744118,10,1506.635733
9.696058,23,1507.312003
9.477428,24,1507.853589
9.873514,19,1508.442267
6.848976,17,1508.925226
11.197575,22,1509.517171
10.867491,22,1510.140616
9.241879,23,1510.809272
-0.115283,4,1510.949312
11.276067,17,1511.430179
-1.019465,2,1511.500731
9.590072,23,1512.171818
9.162639,24,1512.799749
1.101275,8,1513.04192
-0.129119,4,1513.133434
4.381304,16,1513.605004
-0.858939,2,1513.672545
8.514521,20,1514.224136
-0.023464,3,1514.320653
-0.061203,6,1514.487455
11.343246,21,1515.129818
2.058677,7,1515.363554
-1.211072,1,1515.397557
8.940448,23,1516.10581
2.736607,8,1516.342848
1.604974,9,1516.58139
0.698416,7,1516.769629
0.631387,5,1516.931149
9.147267,22,1517.483278
4.454282,13,1517.82933
6.490559,14,1518.272279
10.122498,23,1518.869056
-0.679848,3,1518.965946
7.962147,20,1519.583582
9.934376,23,1520.212214
11.142876,23,1520.915131
0.931906,10,1521.189672
0.354735,4,1521.290789
-0.17547,3,1521.3833
9.916089,24,1521.984777
10.152309,21,1522.513175
2.852102,10,1522.773792
10.199419,24,1523.465095
5.144338,12,1523.771187
-0.188362,3,1523.853699
1.86673,8,1524.091724
2.598676,8,1524.307876
0.444836,6,1524.486962
10.203499,23,1525.064352
9.981576,22,1525.645439
-0.485222,3,1525.730951
-0.689095,3,1525.815568
8.658273,22,1526.393332
11.189093,21,1526.924295
-0.177999,3,1527.008132
11.740319,23,1527.712551
8.237064,23,1528.378595
8.658325,17,1528.859985
-0.255682,5,1529.004561
-0.98688,2,1529.074081
-0.336548,3,1529.163592
11.332393,23,1529.719099
-0.707229,2,1529.784172
9.778421,23,1530.440929
11.260868,22,1531.058925
5.80377,14,1531.416182
1.305116,9,1531.648211
4.833287,16,1532.144568
9.701532,21,1532.802401
9.654638,24,1533.478507
11.050279,22,1534.115288
10.006577,23,1534.711385
0.735756,8,1534.919137
7.744056,19,1535.501744
10.851933,22,1536.095964
4.724586,16,1536.53063
11.214871,22,1537.121953
9.509428,24,1537.815863
10.979456,17,1538.275262
3.909585,17,1538.783781
0.824118,6,1538.946294
1.128975,5,1539.08632
10.703498,21,1539.70216
11.532374,17,1540.14942
10.681147,17,1540.6749
9.944523,23,1541.251466
-0.194031,3,1541.334475
6.665509,15,1541.753715
10.213964,23,1542.424232
9.27431,23,1542.959352
11.5778,20,1545.146957
10.431498,21,1545.696182
5.603767,18,1546.217912
11.027947,18,1547.430104
-1.211148,1,1547.45911
3.887381,15,1547.858238
1.308674,5,1547.994844
2.251947,9,1548.253914
0.450374,5,1548.390028
1.72264,6,1548.575757
-0.42487,2,1548.636397
-0.517063,3,1548.730988
0.377653,4,1548.862514
-0.709524,2,1548.928808
6.772416,14,1549.33599
-1.457024,1,1549.363993
0.064852,4,1549.473593
10.534349,21,1550.017359
9.621563,22,1550.586883
11.049871,21,1551.082775
9.536713,21,1551.629486
-1.20723,1,1551.657488
0.280657,5,1551.795109
-1.21264,1,1551.825112
11.367578,20,1552.413391
-0.64006,3,1552.493562
-0.859393,2,1552.544561
11.51763,22,1553.121521
-1.155886,1,1553.150525
9.089713,23,1553.760378
0.446817,5,1553.891401
7.747993,22,1554.499544
3.491589,10,1554.755505
9.485687,23,1555.412745
9.914882,23,1555.966464
4.617555,11,1556.219993
1.382509,9,1556.446046
2.309826,8,1556.651687
-0.698682,2,1556.7152
12.13748,17,1557.20929
-1.142917,1,1557.245285
10.00931,24,1557.869468
2.085144,8,1558.054489
-1.362496,1,1558.083518
-0.292006,4,1558.191534
10.090154,20,1558.714567
9.11246,22,1559.363519
-0.183109,3,1559.443026
10.060637,23,1559.961271
9.806517,20,1560.474148
9.789179,23,1560.996742
10.285409,23,1561.590487
11.335192,23,1562.148732
6.311133,16,1562.628918
1.240687,6,1562.826957
-0.491669,3,1562.918484
-0.635581,4,1563.036978
-1.21157,1,1563.066023
1.327494,7,1563.27508
4.161447,12,1563.600579
12.193565,20,1564.120617
10.688774,19,1564.667091
9.963428,22,1565.334949
0.351254,4,1565.445545
8.899604,23,1566.007271
11.334357,23,1566.594439
-0.637731,3,1566.681951
1.814538,6,1566.865415
0.37968,6,1567.046976
5.791892,19,1567.497572
9.256317,21,1568.130882
9.490161,21,1568.675036
9.664784,22,1569.296749
5.841385,17,1569.706825
2.301373,7,1569.887945
9.750073,24,1570.487648
9.267911,23,1571.08333
11.070298,22,1571.664989
3.381787,9,1571.912526
8.79947,23,1572.442145
-0.635051,4,1572.537655
9.935155,22,1573.083277
11.268669,21,1573.72447
3.079235,9,1574.006114
10.575794,23,1574.611771
-0.572955,2,1574.671928
10.226008,22,1575.234527
11.109544,21,1575.749636
10.855039,22,1576.24173
10.527182,23,1576.794493
1.038058,8,1577.005123
10.200756,19,1577.461256
9.427789,20,1578.013482
-0.700321,2,1578.062482
5.177857,16,1578.535049
0.062529,4,1578.673563
10.22886,23,1579.196233
9.385762,23,1579.796425
6.408879,15,1580.223223
10.173443,23,1580.858267
5.099172,16,1581.276884
10.517964,22,1581.926928
5.478318,19,1582.48063
-0.704765,2,1582.530138
5.267565,17,1582.920104
9.515569,22,1583.418301
10.014812,22,1583.961364
10.110215,21,1584.439629
1.475288,8,1584.664171
10.526577,22,1585.264555
10.417922,17,1585.721311
3.29518,11,1586.016282
1.973744,6,1586.178807
1.058456,5,1586.312398
0.690627,7,1586.51755
9.140885,22,1587.098887
0.378834,4,1587.195402
4.497534,10,1587.44824
0.393579,7,1587.625272
1.921375,9,1587.877308
4.556229,16,1588.292059
9.472416,23,1588.937243
-0.426165,4,1589.0389
0.899505,8,1589.216921
11.118789,20,1589.675049
1.125151,8,1589.89425
9.767529,23,1590.537889
5.552574,19,1591.05049
-1.207299,1,1591.079494
3.706808,9,1591.294056
10.683105,22,1591.930463
10.02708,22,1592.565687
9.69228,23,1593.077918
10.412818,19,1593.607767
0.621495,7,1593.805791
4.921001,16,1594.176938
6.118605,19,1594.638174
-0.343234,3,1594.723293
9.808201,23,1595.411799
11.114684,21,1596.020126
9.953774,20,1596.562923
1.944614,9,1596.859037
5.958942,12,1597.182676
9.545307,20,1597.779618
-0.853586,2,1597.842134
4.537217,13,1598.205746
9.344155,22,1598.800303
11.450614,22,1599.37509
3.183554,13,1599.767261
2.599005,11,1600.09301
2.128439,7,1600.290666
7.632573,16,1600.809303
-0.187608,3,1600.893812
2.397519,11,1601.163947
1.430821,6,1601.336499
4.383424,16,1602.624099
1.582459,8,1602.85934
-0.190444,3,1602.932852
9.410191,22,1603.572538
10.872382,22,1604.17881
2.649052,10,1604.424932
10.135296,22,1604.949299
5.390002,16,1605.387581
10.41278,23,1605.96037
-0.691065,2,1606.01388
-0.831984,3,1606.088884
1.83676,8,1606.309049
1.851176,7,1606.478713
10.833501,21,1607.003091
4.788331,12,1607.300775
9.337511,23,1607.919487
0.460326,5,1608.053366
9.487385,23,1608.646098
1.609279,7,1608.832274
1.206537,9,1609.051296
4.367043,16,1609.450361
6.745965,15,1609.885003
10.901933,23,1610.579528
10.125247,23,1611.228211
-1.20717,1,1611.257215
10.635703,20,1611.729686
10.257203,20,1612.199244
-0.336061,3,1612.269946
-1.210957,1,1612.295952
1.633178,9,1612.510474
9.753757,23,1613.112823
9.537222,21,1613.707445
-1.194584,1,1613.731955
9.169849,21,1614.2639
10.263822,23,1614.936734
1.018235,6,1615.143762
0.189489,4,1615.268294
9.700804,21,1615.810953
1.592557,10,1616.075601
1.046228,8,1616.320154
0.368175,4,1616.439082
0.422437,5,1616.597606
1.812956,8,1616.861196
1.972551,7,1617.055234
6.693789,15,1617.460331
2.852887,13,1617.843807
-0.794475,4,1617.966859
8.946376,23,1618.63664
4.780707,11,1618.910758
3.129422,9,1619.123879
1.575954,6,1619.262969
11.557035,22,1619.944816
5.125617,18,1620.419931
10.737164,21,1620.947295
10.741417,19,1621.403953
2.715266,11,1621.671519
10.419678,19,1622.138797
2.363261,10,1622.414341
10.291931,21,1622.946012
9.793954,24,1623.585752
6.96288,16,1623.96144
-0.75374,2,1624.020087
-1.194941,1,1624.052089
9.337039,23,1624.634659
10.564276,22,1625.19102
4.475155,9,1625.435562
9.367279,23,1625.981786
10.903925,23,1626.604662
10.059961,23,1627.149737
3.688366,14,1627.524014
5.39995,17,1627.908421
-0.684017,2,1627.965425
9.814041,23,1628.622154
-0.705702,2,1628.675153
6.08294,13,1629.018221
-1.091999,1,1629.046221
1.894247,9,1629.253253
-0.350692,4,1629.344786
8.905043,24,1630.008745
-1.207256,1,1630.043787
8.434353,24,1630.709952
9.613946,20,1631.157367
2.420032,10,1631.437093
11.565911,19,1631.987679
9.665804,21,1632.512055
10.847523,22,1633.047744
2.257167,9,1633.283013
-0.783156,2,1633.34805
11.500716,20,1633.861812
10.991039,22,1634.44696
10.971902,17,1634.878064
-0.840878,3,1634.974806
0.342295,4,1635.104334
9.770437,24,1635.623842
9.528061,21,1636.145088
0.463056,6,1636.30935
9.570761,23,1636.887148
0.084879,5,1637.007238
9.934689,20,1637.47845
-0.071523,5,1637.603968
-1.024424,2,1637.663075
1.204926,7,1637.8558
11.011809,22,1638.476072
0.438672,6,1638.651759
0.131477,5,1638.808289
1.41457,7,1639.015848
8.759239,24,1639.658444
5.80486,17,1640.108491
9.934935,23,1640.711423
4.704972,16,1641.132323
-0.698977,2,1641.181327
10.485049,23,1641.858073
11.206937,23,1642.357417
10.947214,22,1642.912019
8.489534,19,1643.481937
8.890628,23,1644.044409
-1.164455,2,1644.09641
10.896936,22,1644.603691
6.075661,18,1645.150954
8.985322,23,1645.644072
8.987682,24,1646.286296
11.418092,21,1646.854329
4.194791,15,1647.236374
3.952388,15,1647.678317
-0.839312,2,1647.735833
3.238322,10,1647.99487
10.004467,22,1648.62824
10.417877,20,1649.087526
4.246769,15,1649.450853
9.353202,23,1650.100492
-0.487009,3,1650.175005
9.934048,23,1650.73393
-1.212274,1,1650.758927
10.199382,22,1651.301574
11.589137,23,1652.004394
7.229012,21,1652.537244
-0.289112,5,1652.685735
11.386225,22,1653.256791
-0.836357,3,1653.33593
-0.862969,2,1653.392929
4.4617,13,1653.68944
1.976871,8,1653.898483
11.346211,22,1654.358713
10.789341,21,1654.859096
-0.699262,2,1654.925193
9.509498,22,1655.508498
9.023902,23,1656.856072
10.724173,22,1657.465555
-0.702522,2,1657.514557
-0.637977,3,1657.593074
4.690034,16,1657.990181
0.357912,4,1658.099581
-0.588795,2,1658.169104
-0.631721,5,1658.322623
1.077411,5,1658.449757
9.585241,22,1658.937303
2.796661,11,1659.233529
1.546493,8,1659.478567
10.615072,19,1659.97058
0.366573,4,1660.088097
7.625947,18,1660.505533
9.688278,21,1660.961094
-0.694063,2,1661.011094
10.586189,23,1661.581135
9.598477,23,1662.120508
9.484241,24,1662.764251
3.839487,15,1663.1949
0.017067,3,1663.291425
10.849464,23,1663.92796
9.849757,22,1664.461079
11.970203,21,1665.036413
9.680987,23,1665.560472
-1.01722,1,1665.585474
11.194361,23,1666.242154
4.721062,16,1666.737252
1.532227,10,1667.055803
0.901274,8,1667.303939
5.15233,16,1667.654492
10.192234,24,1668.312742
-0.833189,3,1668.386254
1.15739,9,1668.59328
-0.486387,4,1668.69636
10.055048,24,1669.271951
-1.457595,1,1669.305951
0.457762,6,1669.467014
-0.184306,3,1669.55753
5.395641,18,1670.002747
-0.73381,2,1670.049258
0.059397,5,1670.169866
0.337541,4,1670.261373
4.897047,15,1670.683695
0.638519,6,1670.829976
0.043794,4,1670.931651
9.957172,24,1671.607314
-0.236937,4,1671.731669
7.694325,21,1672.301613
-0.142162,4,1672.405703
9.473146,24,1673.003363
1.069685,7,1673.225976
9.131943,24,1673.814831
5.270553,18,1674.277933
10.413369,21,1674.893797
10.201264,23,1675.466438
0.466163,7,1675.640429
-0.058928,3,1675.722553
9.76517,21,1676.324814
2.065911,8,1676.534889
9.257213,23,1677.174235
-0.998967,2,1677.230801
-0.179094,3,1677.311314
8.55248,18,1677.839603
10.417221,21,1678.351315
9.069139,24,1680.174681
4.623048,15,1680.628269
9.979958,21,1681.214725
1.028856,8,1681.458365
0.29868,6,1681.618874
4.008838,10,1681.852938
-0.642378,4,1681.959455
-1.166126,2,1682.008451
0.223211,4,1682.101962
1.363369,7,1682.279997
-1.163097,1,1682.310998
10.612609,21,1682.936324
9.609643,24,1683.583935
8.762807,23,1684.208284
-1.362015,1,1684.24443
8.466513,21,1684.870528
-0.825453,3,1684.947037
11.36475,18,1685.384662
-0.184103,3,1685.478178
3.592998,13,1685.902873
-0.031811,5,1686.064172
-0.335844,3,1686.151686
9.066048,22,1686.748902
9.746244,23,1687.275977
1.151139,9,1687.505601
9.458047,24,1688.184934
-1.210157,1,1688.212932
2.419742,8,1688.405067
1.94828,7,1688.574094
9.084322,23,1689.066482
8.942157,20,1689.544317
-0.698313,2,1689.596317
6.121014,17,1689.985201
6.187276,17,1690.375929
0.463475,7,1690.545583
10.325529,24,1691.054655
0.793757,8,1691.283302
-1.01109,2,1691.346817
10.264168,23,1691.951645
9.147975,23,1692.558114
2.244018,11,1692.891119
1.210295,9,1693.117712
4.196767,15,1693.535491
10.685576,21,1694.186976
1.160615,9,1694.439101
0.14373,6,1694.627129
0.286519,8,1694.853125
1.60579,8,1695.060844
-1.012756,2,1695.109844
10.417385,22,1695.670584
10.670126,22,1696.238121
-0.686615,2,1696.299635
1.96913,9,1696.575268
2.994806,11,1696.833304
1.368012,6,1696.975928
9.870654,22,1697.562663
-0.322328,3,1697.662178
9.995418,21,1698.255112
10.834327,21,1698.884764
9.85188,24,1699.485465
1.196082,6,1699.664044
-0.602122,4,1699.789642
9.064738,22,1700.29572
1.931283,8,1700.51774
0.412258,4,1700.641264
10.338422,23,1701.312672
-1.215837,1,1701.344676
-1.208814,1,1701.379183
10.444189,23,1702.050058
10.278974,20,1702.58598
9.548677,22,1703.222351
10.321215,22,1703.783513
0.751528,8,1703.999789
4.522838,12,1704.313334
9.12942,24,1705.011944
11.508308,20,1705.619518
6.721858,20,1706.234631
-1.360739,1,1706.269145
-0.639048,3,1706.357274
-0.486259,4,1706.473783
0.756142,7,1706.656803
9.011467,23,1707.177102
9.390696,23,1707.822986
9.549724,23,1708.388727
6.5339,21,1708.928979
0.417811,4,1709.035492
6.68816,20,1709.558388
6.295663,18,1710.031199
10.958648,23,1710.671353
11.433265,20,1711.254105
9.79203,23,1711.768381
-0.018309,5,1711.886897
-0.501045,3,1711.960414
-0.295105,4,1712.075933
8.893717,22,1713.413575
0.360857,4,1713.51709
-1.206905,1,1713.547092
9.825893,23,1714.059887
-1.212128,1,1714.090887
1.073124,8,1714.336578
0.285067,6,1714.527508
2.723102,9,1714.811172
2.116446,7,1714.996193
0.98273,5,1715.159225
1.301576,7,1715.358093
3.204125,9,1715.603136
0.783404,5,1715.760181
-0.09646,4,1715.874703
2.033569,6,1716.064033
11.404734,21,1716.63131
-0.733993,2,1716.691827
9.991227,20,1717.1522
-0.689763,2,1717.203715
10.863438,18,1717.680227
1.824058,6,1717.840749
8.748205,24,1718.401818
9.467606,23,1719.019587
10.247953,20,1719.555632
9.916941,24,1720.244667
10.409344,22,1720.881843
0.059344,3,1720.981365
-0.327487,3,1721.080886
-0.329596,3,1721.182411
10.476524,23,1721.824126
1.664484,9,1722.109478
0.998604,5,1722.249997
0.16396,7,1722.465122
11.46683,20,1723.131598
11.456784,19,1723.795847
11.074823,23,1724.59459
8.909545,22,1725.213677
11.417993,22,1725.919147
9.57756,24,1726.556784
10.643736,22,1727.035865
-0.513247,2,1727.086374
6.83785,14,1727.44005
-1.357677,1,1727.472565
11.095024,22,1728.129664
9.227654,21,1728.670372
6.736145,18,1729.184142
0.071825,7,1729.421169
9.853524,23,1730.078531
-1.287285,1,1730.114528
-0.998033,2,1730.167586
-0.858336,2,1730.223588
10.270797,20,1730.639124
1.174342,5,1730.808163
6.206875,19,1731.348779
0.393572,7,1731.51881
0.310435,4,1731.616327
-0.191365,3,1731.703852
9.44167,23,1732.267031
0.061808,4,1732.394556
11.315764,23,1733.070295
10.750119,22,1733.64895
5.720014,13,1734.021018
-0.905728,2,1734.089036
4.622716,14,1734.518986
9.389459,23,1735.255585
-1.215216,1,1735.292095
9.114976,23,1736.27563
10.384181,18,1736.980295
1.349918,6,1737.231519
10.329884,17,1737.884514
10.294995,23,1738.861356
1.202922,6,1739.115564
2.831774,9,1739.488676
1.468954,7,1739.746969
9.460221,22,1740.431085
10.562416,23,1741.389665
10.043627,22,1742.249183
5.841477,13,1742.773845
10.690537,23,1743.614538
2.123486,9,1744.018074
0.221548,4,1744.232993
10.138855,22,1745.192019
1.174198,9,1745.500612
-1.156693,1,1745.546615
10.588526,23,1746.410696
10.341578,23,1747.182046
9.572497,22,1747.964934
10.134662,22,1748.74334
1.320344,6,1748.961938
-0.043881,3,1749.08815
9.879104,24,1749.895787
2.107804,7,1750.14083
9.753608,23,1750.836235
5.644459,15,1751.38221
9.048027,24,1752.178321
0.603297,5,1752.352834
-0.707807,2,1752.428473
3.088864,11,1752.876774
-0.704561,2,1752.943761
9.168379,21,1753.740457
-0.833551,3,1753.864896
6.043381,12,1754.316878
8.953142,21,1755.153882
0.927958,5,1755.342524
9.790645,22,1756.161971
0.191957,4,1756.320107
5.195626,18,1756.910367
10.018406,20,1757.707924
10.102766,23,1758.655185
5.68868,13,1759.159662
2.695526,12,1759.719621
0.77663,5,1759.942243
-1.163558,2,1760.031762
0.225717,4,1760.175466
-0.848676,2,1760.250978
1.443247,6,1760.483346
6.577781,13,1760.996167
-0.702744,2,1761.063165
5.131049,12,1761.470455
11.587215,18,1762.08344
1.005647,10,1762.397668
6.061422,17,1762.999466
-0.712532,2,1763.077471
10.220844,24,1763.860395
0.231329,5,1764.032621
10.075558,23,1764.803335
-0.174177,3,1764.901985
9.807961,22,1765.733524
9.182942,23,1766.457116
9.66696,22,1767.358198
9.153591,23,1768.264347
9.508183,24,1769.160019
-0.225004,5,1769.33024
1.447353,6,1769.558354
9.760016,22,1770.292424
-0.38073,5,1770.471558
0.146993,7,1770.76515
-0.712536,2,1770.847825
-0.700208,2,1770.91942
10.377648,22,1771.826016
9.637698,24,1772.617864
-0.393458,4,1772.76839
10.282509,20,1773.361612
9.670234,22,1774.132373
7.734852,16,1774.776317
-0.691336,3,1774.888576
10.853727,23,1775.563077
10.223738,23,1776.358172
-0.603831,2,1776.432686
10.481512,18,1777.030928
8.772643,23,1777.831802
10.702058,23,1778.726711
1.543119,8,1779.00225
0.367259,4,1779.15946
11.041538,22,1779.824131
10.779312,22,1780.570553
10.612232,17,1780.955976
9.171531,23,1782.476463
-0.851703,2,1782.538976
2.016612,6,1782.70801
5.391326,18,1783.264549
-0.183223,3,1783.378061
10.313151,21,1783.995213
4.840497,10,1784.294254
0.78471,5,1784.424962
4.691892,17,1784.960276
10.045542,23,1785.638109
2.846789,10,1785.94967
-0.836622,3,1786.051889
9.487993,23,1786.747553
1.256831,8,1787.054093
4.400532,17,1787.569951
2.426338,8,1787.771986
4.943034,14,1788.156775
9.035798,23,1788.843085
0.226102,4,1788.959966
9.838907,22,1789.613089
4.544734,14,1790.058475
-0.184305,3,1790.161655
-1.352725,1,1790.198799
10.057134,24,1790.904401
-0.294929,4,1791.007485
0.912461,6,1791.185491
-0.296578,4,1791.293839
-0.709319,2,1791.364378
7.099571,21,1792.005034
8.925428,24,1792.723053
9.385783,24,1793.500317
5.324293,17,1794.057085
-0.697779,2,1794.122601
0.290342,5,1794.260701
10.529144,22,1794.993097
10.674028,20,1795.585436
10.985234,17,1796.073169
-0.731038,2,1796.129683
9.762757,23,1796.783361
10.130353,24,1797.42882
5.018489,18,1797.893746
7.264638,16,1798.358146
-0.296549,5,1798.51218
12.133999,19,1799.16516
-0.707336,2,1799.221673
0.787495,5,1799.361859
-0.433476,5,1799.504548
10.984144,22,1800.184636
10.435088,23,1800.843123
12.076244,20,1801.370656
0.888365,7,1801.566689
11.74359,21,1802.122188
10.651777,22,1802.782047
8.453631,23,1803.381059
1.729231,9,1803.663903
-0.707766,2,1803.732986
2.748707,8,1803.984663
-0.321143,3,1804.074169
8.967541,23,1804.717635
-0.342124,3,1804.80122
10.996155,21,1805.365768
8.594388,18,1805.961252
-1.049936,2,1806.039774
9.668932,24,1806.684365
0.925846,5,1806.821111
9.05269,21,1807.431864
10.396349,20,1808.024163
1.521398,6,1808.235746
1.812001,9,1808.506452
9.47522,22,1809.118246
9.34557,23,1809.790401
2.074127,11,1810.115271
0.353277,4,1810.246789
9.481809,23,1810.919668
9.288744,23,1811.577602
9.605009,24,1812.136689
11.251093,23,1812.723574
0.48078,7,1812.977202
2.132132,10,1813.254735
9.726753,23,1813.803147
10.211895,24,1814.554982
9.557822,22,1815.157375
7.209077,15,1815.625495
10.365844,23,1816.327715
2.989511,12,1816.759452
10.076526,23,1817.445333
4.964311,16,1818.097186
10.743932,22,1818.665789
-0.215615,5,1818.802996
5.509144,16,1819.297536
0.272545,5,1819.523391
9.271954,23,1820.140262
9.551872,23,1820.88018
8.844016,23,1821.619009
10.360532,22,1822.254344
10.543829,23,1822.908065
10.170944,22,1823.599052
7.184349,21,1824.078495
-0.846284,2,1824.13301
1.795277,7,1824.341678
-0.849524,2,1824.395679
-1.161317,1,1824.431196
0.126017,6,1824.597714
10.882498,21,1825.202857
3.214283,9,1825.443415
9.60904,24,1826.166804
4.100638,15,1826.651475
1.539871,9,1826.938027
1.33563,10,1827.266177
0.79372,6,1827.449708
9.985753,23,1828.184446
9.868888,23,1828.968316
5.061392,14,1829.435409
10.001824,23,1830.248908
0.370308,4,1830.368442
9.887017,23,1831.092657
5.349687,11,1831.494347
10.326149,24,1832.278416
2.445892,11,1832.644597
2.232914,10,1833.043221
-0.709131,2,1833.116225
9.069825,23,1833.865764
2.896362,13,1834.26836
12.517792,20,1836.35873
-0.69048,3,1836.457243
2.750829,9,1836.81179
0.63598,5,1836.974842
11.191525,21,1837.666478
-1.216138,1,1837.714003
6.229833,16,1838.263211
3.35674,9,1838.583878
4.910066,17,1839.228059
7.136031,17,1839.854974
9.132723,23,1840.69968
0.436754,5,1840.847349
3.382699,9,1841.092372
4.151023,9,1841.370434
10.632614,22,1842.067209
-1.217112,1,1842.106208
0.344253,7,1842.312588
0.90784,8,1842.580695
-0.188395,3,1842.696208
1.587921,6,1842.868235
-0.142239,5,1843.031823
11.03643,22,1843.738526
6.972035,17,1844.269691
9.151472,23,1845.016401
11.204936,23,1845.683052
9.209491,23,1847.091912
5.969948,14,1847.487952
2.378294,8,1847.731533
-0.702506,2,1847.784043
1.365257,6,1847.945074
8.674681,23,1848.551301
9.823783,22,1849.118412
10.309935,23,1849.830663
1.655025,6,1850.039746
9.880668,21,1850.58981
2.128921,7,1850.773026
10.501341,22,1851.297541
0.184739,4,1851.441083
9.976958,21,1852.030203
-1.202625,1,1852.054436
1.807448,7,1852.237823
11.418169,22,1852.781855
11.419303,22,1853.450358
9.194107,24,1854.207345
11.587507,22,1854.78052
0.316359,4,1854.934781
6.083345,17,1855.508259
6.919445,13,1855.843559
3.974935,12,1856.209739
-0.713253,2,1856.281259
-0.036993,6,1856.458798
-1.092827,5,1856.68594
0.882162,6,1856.927767
10.588413,22,1857.775938
10.655243,23,1858.576182
9.803221,23,1859.274723
12.365808,19,1860.033677
-0.514352,2,1860.115717
9.522744,22,1860.961719
9.458198,24,1861.959389
1.24459,8,1862.253603
5.408987,17,1862.963898
6.51636,16,1863.542211
9.32484,24,1864.414993
1.269579,7,1864.704641
12.19438,20,1865.457182
5.185294,18,1866.097069
7.12793,14,1866.673012
11.132432,19,1867.352753
10.142489,23,1868.21301
0.43593,4,1868.359703
-0.080674,3,1868.46987
1.410699,7,1868.752414
0.007047,5,1868.963746
2.538558,12,1869.306787
8.10458,22,1870.113163
10.735748,23,1870.992163
2.709928,8,1871.292995
10.348367,22,1872.165416
9.735824,23,1873.021786
4.578716,14,1873.601229
1.345365,6,1873.812253
-0.682703,3,1873.890859
1.328779,6,1874.141839
0.915701,5,1874.316427
0.920647,7,1874.632903
6.080764,19,1875.369563
9.835107,23,1876.211175
8.991065,24,1877.213696
11.679926,18,1877.738126
0.283596,5,1877.93515
5.973808,17,1878.497708
3.380017,9,1878.8377
0.200142,4,1878.993291
9.13802,23,1879.62992
0.828208,7,1879.934743
-0.707992,2,1880.00126
1.028821,9,1880.318358
0.382184,6,1880.56165
0.934289,5,1880.787726
0.36732,5,1880.99176
9.835029,22,1881.813658
11.457999,23,1882.515428
1.533364,9,1882.835497
10.47664,22,1883.519696
8.930935,21,1884.360162
-0.711083,2,1884.434251
5.454936,13,1884.900946
2.185622,9,1885.202317
9.494417,22,1885.901391
-0.700829,2,1885.982421
9.064998,22,1886.66498
-0.135402,5,1886.840494
4.211131,15,1887.457841
1.772675,7,1887.717146
9.443089,22,1888.357665
10.366013,22,1889.204874
10.016603,22,1889.993443
-0.032427,5,1890.190503
10.651416,22,1890.829919
1.290027,8,1891.100641
11.351111,22,1891.876578
6.475094,20,1892.536137
10.040347,24,1893.306534
-1.140068,1,1893.345532
11.953826,21,1894.071946
-1.012774,1,1894.111947
-0.288049,5,1894.300111
3.169413,12,1894.656309
0.348502,4,1894.80386
10.484387,22,1895.554834
0.985777,7,1895.784457
-0.014356,6,1895.976033
3.216123,8,1896.216723
9.71483,24,1896.998204
0.808949,7,1897.246834
-1.20726,1,1897.279355
9.547138,23,1897.985076
10.126131,22,1898.732229
10.784527,18,1899.297317
13.04614,16,1899.787662
10.276798,22,1900.516253
3.406572,9,1900.769795
9.693099,24,1901.471022
0.219303,4,1901.596552
9.530098,24,1902.284964
2.602206,8,1902.529674
9.943101,22,1903.119354
10.04313,21,1903.744633
5.33796,14,1904.192001
-1.168147,2,1904.269274
-0.188533,3,1904.37179
1.926668,7,1904.587794
11.556185,22,1905.246957
2.257598,11,1905.565247
-0.143009,4,1905.702276
5.35332,15,1906.111337
0.750585,7,1906.320174
-0.124322,4,1906.436688
3.261662,8,1906.684879
0.945056,8,1906.947177
-1.161033,1,1906.984275
5.77434,17,1907.442982
9.991032,22,1908.140519
10.556929,23,1909.022424
10.793098,21,1909.705528
-0.180178,3,1909.833678
0.838386,7,1910.066288
10.38544,23,1910.857426
0.840691,7,1911.157759
10.416619,23,1911.952736
0.15555,6,1912.197196
8.663975,22,1912.902998
3.209268,9,1913.195067
6.715197,18,1913.85129
1.063145,6,1914.066954
10.045425,22,1914.771523
9.836007,23,1916.260878
-0.859925,2,1916.325392
3.394977,9,1916.625442
10.40067,22,1917.362322
9.568296,23,1918.493571
10.287923,22,1919.303473
0.270472,4,1919.478595
6.969579,20,1920.212255
-0.822158,2,1920.284773
0.297704,7,1920.650755
9.371746,22,1921.537793
0.846137,6,1921.766836
-0.631708,3,1921.891868
6.710347,20,1922.868055
-1.015356,1,1922.921185
2.775433,8,1923.342289
9.981221,24,1924.554097
-1.362854,1,1924.607212
